title,text,url,source,label
The first sign of summer? Loop Head Lighthouse is open to the public again,"Source: Dunphy PR/Clare County Council

LOOP HEAD LIGHTHOUSE is once again open to members of the public.

The popular attraction re-opened during the week, kicking off the tourist season.

Clare County Council, which manages the lighthouse in conjunction with the Commissioner of Irish Lights (CIL), said 27,274 people visited the lighthouse in 2016.

Councillor Bill Chambers, Cathaoirleach of Clare County Council (CCC), said the lighthouse is of huge importance to the community, delivering an estimated €2 million boost to the local economy last year.

“Loop Head Peninsula is one of Ireland’s most scenic and heritage rich locations and I am delighted to see that the lighthouse is playing a central role in growing the sustainable development of the local tourism sector,” Chambers said.

Source: Clare County Council

The increase in visitors in 2016 represents the fifth successive annual increase in visitor numbers at the lighthouse.

The building is steeped in history, with its origins dating back to the 1670s.

The existing tower-style lighthouse was constructed in 1854 and was operated and maintained by a keeper who lived within the lighthouse compound. In January 1991, the lighthouse was converted to automatic operation, and today is monitored by the CIL.

The lighthouse will remain open to the public daily until November. More information can be read here.",https://www.thejournal.ie/loop-head-lighthouse-3289456-Mar2017/,the_journal,1
Fair City is having an all-female episode... and they're all heading to the pub,"TONIGHT’S EPISODE OF Fair City is to feature an all-female cast to mark International Women’s Day.

In a first for the RTÉ soap, no men will feature in an episode with about a dozen female cast members sharing the screen time.

The premise sees the women locked in McCoy’s pub with RTÉ saying that “the cocktails flow” as the night progresses.

“We have been planning this for a long time,” executive producer Brigie deCourcy told Morning Ireland.

We worked out about six months ago that we had a range of storylines that were being driven by women. So we thought it’d be great fun to have them all collide on the one night.

DeCourcy says the plot has been “slightly orchestrated” to get all the women in the same place but that the episode will see a number of storylines coming to a head.

“There are no men, they are off looking after the babies or they’re taking a little holiday or they’re at the other end of the phone, and we have about 11 or 12 of our really strong female characters fighting it out,”

So there’ll be slaps and there’ll be secrets and there’ll be lies and there’ll be reveals and there’ll be lots of dancing.

As part of further shows based around International Women’s Day, RTÉ will also broadcast an hour-long documentary tomorrow called Women on Walls.

The programme focuses on the first four female members of the Royal Irish Academy as well as eight living female scientist in the fields of science, technology, engineering and maths.",https://www.thejournal.ie/her-come-the-fair-city-girls-3276249-Mar2017/,the_journal,1
"A half-skull that is 400,000 years old was found on last day of excavation project","THE DISCOVERY OF a 400,000-year-old half skull in Portugal has offered tantalising hints about a possible ancestor of the Neanderthals, researchers said this week.

Source: PNAS.org

The original completely restored Aroeira 3 cranium in lateral view (A) and the virtual reconstruction and original fossil in inferior view (B)

The fossil was unearthed from the Aroeira cave site, and marks the oldest human cranium fossil ever found in the country, according to a report in the Proceedings of the National Academy of Sciences, a peer-reviewed US journal.

But there is plenty of mystery around the skull.

Researchers don’t know if it was from a male or female, how the person died, or even what form of early human it was.

“There is a lot of question about which species these fossils represent. I tend to think of them as ancestors of the Neanderthals,” co-author Rolf Quam, an anthropologist at Binghamton University, State University of New York, told AFP.

“It is not a Neanderthal itself,” he added.

“It has some features that might be related to the later Neanderthals,” including a lump of bone near the ear called the mastoid process.

Researchers say this bone may be related to regulating pressure in the ear, although its exact purpose is unclear.

Various stages during the in situ extraction and restoration process of the fossil, and reconstruction of the Aroeira 3 cranium after cleaning. Source: PNAS.org

What researchers can say with certainty is that the skull belonged to an adult, based on the formation of the bones. A couple of teeth found with it appear worn, as if belonging to an adult rather than a child.

Source: PNAS.org

(A and B) The Aroeira 1 left mandibular canine (A) and the Aroeira 2 left maxillary third molar (B) in mesial (Mes), distal (Dist), buccal (Bucc), and lingual view (Ling). (C) Aroeira 3 maxilla in medial view. Arrows indicate the lateral nasal crest (1), turbinal crest (2); nasal floor (3), and root of the inferior nasal concha (4).

They also know its age – 400,000 years – based on precision dating of the surrounding stalagmites and sediments.

The same cannot be said for other skulls of its kind found elsewhere in Europe. Some were uncovered years ago, before modern technology existed. In other cases, conditions at the cave site did not allow for precise dating of surrounding rock and sediment.

Researchers have sometimes had to guess at the ages of these skulls, ranging from 200,000 to more than 400,000 years, according to Quam.

The Portuguese skull shares some features with bones uncovered in northern Spain that are some 430,000 years old, and in southern France dating even further back, to around 450,000 years.

“There is a lot of debate currently in the anthropological literature about what species to call these fossils. There is not a lot of agreement,” said Quam, who co-authored the study with Portuguese archaeologist Joao Zilhao and colleagues.

- Stone tools -

Its location is the furthest west of any human fossil ever found in Europe during the middle Pleistocene period.

It is also one of the earliest in Europe to be associated with the Acheulean stone tool industry, a more advanced kind of toolkit than used among the earliest humans in Europe.

The Acheulean stone tools included tear-drop-shaped hand-axes that were more complex to build than previous iterations.

They originated in Africa and probably made their way into Europe via the Middle East around 500,000 years ago.

#Open journalism No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you Support us now

To find evidence of these tools 400,000 years ago, all the way over in western Europe, “means relatively quickly the Acheuleans spread through Europe,” Quam said.

- Almost missed -

While there remains much to be learned about the skull, researchers feel lucky that they found it at all. In fact, they almost missed it.

Glimpsed as an outline of a skull in sediment as hard as cement, the skull was found on the last day of an excavation project in 2014.

“I have been studying these sites for the last 30 years and we have recovered much important archaeological data. But the discovery of a human cranium of this antiquity and importance is always a very special moment,” said Zilhao in a statement.

Source: PNAS.org

Workers toiled for a week to cut a block out of the Earth. At one point, a heavy duty demolition hammer broke the skull into pieces.

It took two and a half years to painstakingly extract the skull itself from the block.

Images of the skull show a circular hole, which represents the damage incurred during the excavation.

The fossil will go on display in October at the Museu Nacional de Arqueologia in Lisbon.

In the coming years, experts will dive into the details of the skull and its surroundings “to give a more complete picture of life in the area, life in the cave and the evolutionary place of this human in our ancestry,” said Quam.

- © AFP 2017",https://www.thejournal.ie/human-skull-400000-years-3285592-Mar2017/,the_journal,1
EU teens one step closer to being handed free interrailing ticket on their 18th birthdays,"TEENAGERS ACROSS EUROPE are closer to receiving a free interrailing voucher on their 18th birthday after a vote in the European Parliament passed.

The idea, spearheaded by Manfred Weber, leader of Fine Gael’s EPP group, would mean EU citizens would receive free pass to travel the trainlines of the continent.

Weber is requesting that the European Commission funds and launches an initiative whereby 18-year-olds are gifted a single use interrail ticket for their birthday.

The programme would be funded by the European Commission in cooperation with member states and rail companies.

Fine Gael Senator Neale Richmond welcomed the vote in the European Parliament which confirmed its priorities for the 2018 EU Budget. Included in this set of priorities was the interrailing initiative.

“This vote is just the first document that parliament produces in the annual budget procedure. It sets out the line that parliament expects the commission to take when drawing up its budget proposals and any proposal included in this is certainly a promising beginning.

“As a student, I was very fortunate to travel across Europe on an interrailing ticket and it was that experience that plays such a large part in my belief in the greatness of the European project and the importance that, particularly now in the wake of Brexit, we fight for the survival and continuing strengthening of the EU,” Richmond said.

Interrailing is a common holiday option for Europeans and involves getting trains around Europe from place to place over a period of time.

Typically, a person buys a single multi-use ticket which they can to take trains all around Europe.",https://www.thejournal.ie/eu-budget-interrailing-ticket-birthday-18-3296574-Mar2017/,the_journal,1
'Irish people have a hunger to make a difference in the world',"The 2016 Global Citizen Awards Ceremony Source: Jorge Ruiz Villasante/GCA

IRELAND HAS A strong tradition of people volunteering abroad, something that stretches back decades.

Many changes have happened nationally and internationally in the 53 years that EIL Intercultural Learning has been in operation, but its goal has remained the same.

The non-profit organisation based in Cork aims to bring different cultures together through various volunteering and study abroad programmes.

In 2016, EIL teamed up with similar organisations and charities, such as UCD Volunteers Overseas, Suas, Development Perspectives and Serve, to develop the Global Citizen Award (GCA).

The GCA aims to recognise the work done by volunteers abroad and also encourages them to stay involved with social justice issues once they return to Ireland.

Kevin Hickey, CEO of EIL Ireland, says the awards “build on the very strong tradition of volunteering abroad that has been in Ireland for several generations”.

“In general, Irish people have a hunger to a make a difference in the world.

What we found in EIL was that when people return to Ireland after volunteering abroad, they often come back quite deflated and feel like there is so much more that they should do but are not sure how.

“The GCA helps them to give a voice to the people they met when volunteering abroad.”

Kevin Hickey Source: EIL Ireland

By holding events or workshops about their experiences when they return home, volunteers raise awareness in their local community about issues such as poverty, gender-based violence, HIV and climate change.

Hickey says this is an important aspect of the GCA as it “puts the human face on statistics that sometimes we read about in the paper but get immune to”, adding: “It gives people a real opportunity to commit to making a difference.”

Some 28 people will receive awards at the GCA ceremony in Dublin city today – gold, silver and bronze. As well as volunteering abroad, gold winners also commit to volunteering for a minimum of 40 hours once they return to Ireland.

Rise in nationalism

Hickey says intercultural experiences are more important now than ever given the rise of nationalist views highlighted in the wake of Brexit, Donald Trump’s election in the US and the rise in popularity of Marine Le Pen in France.

“People have been quite shocked I think about Brexit and Trump and what’s currently unfolding in the French presidential election as well … it’s a wake-up call for people.

“It’s so worrying, this move towards nationalism and introspection. That did so much terrible damage to our country in the ’30, ’40s, ’50s and ’60s, which led to bleeding emigration.

It’s really worrying that people are not learning from history, we need to look back on history and not repeat the same mistakes.

“People have begun to realise that you just can’t sit back and let things happen … The most effective changes in history happened when individuals made small changes, but together they made a huge difference,” Hickey said.

Social activism and young people

Ciaran Boyle will be receiving a gold GCA today. He volunteered with Suas Educational Development as a primary school teaching assistant in Noida, near Delhi in India.

Boyle (23) said the GCA helped him to stay focused on social justice issues when he returned to Ireland.

“It’s good to have that kind of tangible aim when you come back. You might come home thinking ‘I’m going to save the world’, but it’s a lot easier said than done.”

A Glass Wall event at Trinity College expressing solidarity with refugees Source: Ciaran Boyle

Boyle is involved with the Glass Wall, an initiative by students from Trinity and the National College of Art and Design that focuses on social activism.

“A lot of young Irish people are apathetic when it comes to social justice issues and politics, we’re trying to bridge that gap. We’re trying to be engaging and accessible to young people in Ireland,” Boyle said.

He and other members of the Suas Society at Trinity College also set up a weekly class with students from St Mary’s secondary school in Crumlin to teach them about global development issues such as poverty, global warming and gender equality.

Ciaran Source: Ciaran Boyle

Boyle said the classes aim to teach teenagers about important topics they often haven’t come across before.

We believe that these are really important topics that you need to teach in school … There’s somewhat of a blissful ignorance to these kinds of problems in Ireland.

One of the classes focused on child trafficking in southeast Asia. “They were shocked by that, to many of them trafficking was this abstract thing you might see in a movie, but not in real life,” Boyle said.

He added that the classes are as creative as possible to engage students and lead to “open discussion and learning”.

The pupils are taught about how they can make a difference through personal actions such as recycling or raising awareness through talking to others about what they’ve learned.

Later this year, Suas Trinity hopes to extend these classes to other schools.

More information on the Global Citizen Award can be read here, while more details about EIL Ireland can be read here.

Note: Órla Ryan is a volunteer with EIL Ireland",http://www.thejournal.ie/global-citizen-awards-3325393-Apr2017/,the_journal,1
Rome's 'baldy' Christmas tree is being made into a family hut and souvenirs,"Source: SIPA USA/PA Images

ROME’S CHRISTMAS TREE, nicknamed “baldy” and ridiculed for its mangy, wilted branches, is being immortalised in the form of wooden furniture and souvenirs.

The Norway spruce is to be recycled into a wooden hut where mothers can breastfeed and children can play, Rome city council said.

The Eternal City’s tree was affectionately nicknamed “Spelacchio”, which translates as ‘mangy’ or ‘baldy’, after being declared dead on its arrival in Rome from northern Italy in December.

It was slammed an international embarrassment, and some compared it to a toilet brush.

Tourists and passers-by leave notes of their dedication to the dead tree in the days before Christmas. Source: Andrea Ronchini via PA Images

But it gained such a fan base that the capital promised to save it from the chipper.

The tree will be given a new life as “a comfortable wooden house with a table where mothers can change their babies, a seat for breastfeeding and a playtable for young ones,” the council said in a statement.

Some of the wood will also be used to make souvenirs, it said.

#Open journalism No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you Support us now

Source: DPA/PA Images

“We want to make this international star a concrete example of creative recycling, because everything can have a second life,” mayor Virginia Raggi was quoted as saying.

The tree – which was estimated to have cost the city some €48,000 – was described by many as a metaphor for the state of the capital.

In a bizarre step, workers began dismantling the spindly giant, before apparently receiving orders to decorate it again after the deadline to remove it was pushed back.

© – AFP 2018",https://www.thejournal.ie/rome-mangu-christmas-tree-3792182-Jan2018/,the_journal,1
Sunshine on the way for the weekend with highs of 24 degrees,"DON’T BE DISHEARTENED by today’s showers – the weekend is set to be mostly sunny with temperatures reaching up to the mid twenties.

Tomorrow is set to be warm and mostly dry with sunny spells and highs of 24 degrees. Any showers in the morning are expected to clear by midday.

Saturday looks much the same. Met Eireann says, “The best of the sunshine is likely to be over Leinster, east Ulster, Munster and east Connacht.”

Temperatures are once again expected to hit highs of 24.

Sunday is due to be another warm and mainly dry day with some cloudy periods. Temperatures are set to be in the low twenties in sunshine.

Heavy traffic

AA Rescue is warning drivers that hot summer weather can cause problems for cars.It’s expecting an increase in breakdowns caused by over heating or tyre issues.

Director of Consumer Affairs Conor Faughnan said, “Hot weather can make life hard for a driver.”

Harsh sunlight and glare can make it difficult to see vulnerable road users. We know that a weekend like this will see lots of kids out and about, cyclists taking to the roads and a general increase in traffic volumes. It all adds to the danger so the advice is to slow down and expect the unexpected.

Heavy traffic is expected to parks, mountain walks and beaches this weekend so drivers are advised to allow a bit more time and to expect crowds.

Faughnan added that crashes due to glare on windscreens are also quite common and that it’s important to make sure that both the inside and outside of the windscreen are properly cleaned.

#Open journalism No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you Support us now

“Checking that you have plenty of water for your windscreen wipers and washer fluid are also essential as dead insects or dust from roads may make their way on to windscreens, causing visibility issues. Remember to keep a pair of sunglasses handy too.”

AA is warning that sunshine is also a significant factor in driver fatigue, especially if motorists are driving long distances or feeling tired.

The advice is to keep well hydrated and if necessary, drink two cups of coffee and have a short nap of about 20 minutes.",https://www.thejournal.ie/sunshine-weekend-weather-3446434-Jun2017/,the_journal,1
"From December, this is what the Luas map will look like","Source: Luas Cross City

IF YOU’RE TIRED of the Luas works, here’s some news to cheer you up.

After four years of construction, the work is almost finished, and the Luas Cross City project have released an updated map to include the new Luas line – coloured in blue above.

It lists 13 new stops: Broombridge, Cabra, Phibsborough, Grangegorman, Broadstone, Dominick, O’Connell Upper, O’Connell GPO, Parnell, Marlborough, Trinity, Westmoreland and Dawson.

That means the new Luas tram will give greater access to three of Dublin’s four main universities: Trinity College, DIT, and DCU.

Once the project is complete, you won’t have to change trams if travelling from Brides Glen to Broombridge – meaning the green line tram won’t stop at Stephen’s Green (currently the most northern stop on the green line) and will continue on to Bloombridge.

The new route will be called the green line once it’s complete, the blue colour just indicates the new tracks and stops.

Construction work is ongoing with latest road disruptions to affect Dawson Street, Anne Street South, Duke Street and Duke Lane for the next two months.

The line is expected to open in December; construction on the Luas Cross City began in June 2013. The cost of the project is estimated at €368 million.",https://www.thejournal.ie/luas-cross-city-map-3334143-Apr2017/,the_journal,1
Award-winning fairy garden donated to children's ward at Portiuncula Hospital,"A FAIRY-THEMED GARDEN has been donated to St Therese’s children’s ward at Portiuncula Hospital in Ballinasloe.

The two Longford women, Grainne Brady from Shannonorchard.com and Jasmine Elkhershi from Procrastimake.com, received a certificate of distinction for their fairy garden and trail in the postcard garden section at Bloom this year.

The garden, called the Magic of Kindness, is about how “the smallest acts of kindness can create magic in someone’s day”.

The garden has been donated to St Therese's children's ward in Portiuncula Hospital, Ballinasloe, Co Galway. Source: Jasmine Elkhershi via Procrastimake.com

The garden, sponsored by Ardcarne Garden Centre, features fairy houses, a wishing well and a fairy trail. A wishing chair was artfully crafted by the maintenance team at the hospital and added to the garden, and the Longford Irish Countrywomen’s Association craft class made the fairy doors for a ‘fairy hotel’.

Craft blogger Jasmine says she got the idea of installing the garden in the hospital grounds because her friend’s daughter, who is suffering from a rare form of cancer, is treated there.

“We decided to donate the garden to St Therese’s ward to remind the children, who have already dealt with so much, that there is still magic in the world. Really, we just wanted to put a smile on their faces,” she said.

The award-winning garden. Source: Jasmine Elkhershi via Procrastimake.com

Through their efforts, the pair have also raised €1,132 for the charity Funds for St Therese’s through generous donations at Bloom. The money will be used to redecorate the isolation unit in the ward.

Landscaper Grainne explains, “We had a wishing well in the garden at Bloom and the children kept asking their parents for money to throw in it.

We hadn’t planned that but it just happened and so we donated that money as well. It’s more proof of the Magic of Kindness that’s out there.

The garden has already received a seal of approval from the children who couldn’t wait to explore as the garden was installed, Jasmine said.

“We overheard one child ringing her grandmother and saying ‘I’m on a sleepover in the hospital and there’s fairies everywhere!’ She was so excited, it made it all worthwhile.”",https://www.thejournal.ie/bloom-garden-donated-to-childrens-ward-3493773-Jul2017/,the_journal,1
As it happened: St Patrick's Day at home and abroad,"IT’S ST PATRICK’S Day.

The main parade in Dublin city centre got under way at midday and will be making its way through the streets throughout the afternoon.

In Cork, the parade began at 11am. They’re also well under way in Galway, while organisers of events in Limerick say they’re expecting 80,000 people to line the streets for the parade, with the story of the city being brought to life.

We’ll be keeping you up to date on events in Ireland and further afield over the next few hours. If you want to let us know how events are going in your area get in touch via email: tips@thejournal.ie.

Happy St Patrick’s Day!",https://www.thejournal.ie/st-patricks-day-liveblog-2-3293199-Mar2017/,the_journal,1
Barack Obama ends 2017 with a series of 'good news' tweets,"FORMER US PRESIDENT Barack Obama has sent out a series of good news tweets to close off 2017, saying that there was much there to remind people of “what’s best about America”.

In a series of tweets, the former US president referenced a number of different news stories from 2017.

“As we count down to the new year, we get to reflect and prepare for what’s ahead,” Obama began.

“For all the bad news that seemed to dominate our collective consciousness, there are countless stories from this year that remind us what’s best about America.”

As we count down to the new year, we get to reflect and prepare for what’s ahead. For all the bad news that seemed to dominate our collective consciousness, there are countless stories from this year that remind us what's best about America. — Barack Obama (@BarackObama) December 29, 2017 Source: Barack Obama /Twitter

The first story concerned a wedding planner using a postponed wedding to start a volunteer effort to assist Hurricane Harvey victims in Houston, Texas in September.

Kat Creech, a wedding planner in Houston, turned a postponed wedding into a volunteer opportunity for Hurricane Harvey victims. Thirty wedding guests became an organization of hundreds of volunteers. That’s a story from 2017. https://t.co/yxhjwkr5Se — Barack Obama (@BarackObama) December 29, 2017 Source: Barack Obama /Twitter

He then referenced NFL player Chris Long , who decided to pledge all of his 2017 salary towards promoting educational equity in the US cities of Philadelphia, Boston and St Louis.

Finally, Obama mentioned a Chicago 10-year-old who went on a mission to help the homeless people of Chicago.

Ten-year-old Jahkil Jackson is on a mission to help homeless people in Chicago. He created kits full of socks, toiletries, and food for those in need. Just this week, Jahkil reached his goal to give away 5,000 “blessing bags.” That’s a story from 2017. https://t.co/muxPZnEGkd — Barack Obama (@BarackObama) December 29, 2017 Source: Barack Obama /Twitter

The former president ended the Twitter thread by encouraging people to “go keep changing the world in 2018″.

“All across America people chose to get involved, get engaged and stand up. Each of us can make a difference, and all of us ought to try,” he said.

Since Obama stepped down as president at the beginning of the year he has used his platform to discuss a range of social and political issues of the day.

He has also been present on the paid speech circuit, and appearing in interviews (most recently with Prince Harry on Wednesday)

Current US president Donald Trump broke with established communication tradition to use Twitter as a direct line to the public throughout his first year in office.

He has been criticised by many but lauded by his base for a number of aggressive tweets aimed at opposing nations, the media and political opponents throughout the year.",https://www.thejournal.ie/obama-tweets-3773696-Dec2017/,the_journal,1
This hip hop trio made the best album in Ireland last year,"Rusangano Family beat off some tough competition to scoop the award last night.

Rusangano Family beat off some tough competition to scoop the award last night.

LIMERICK AND SHANNON-based hip hop group Rusangano Family faced down some tough competition to win the RTÉ Choice Music Prize last night.

The African-Irish trio faced down more experienced groups and singers to secure the prize for Irish Album of the Year for their 2016 record Let the Dead Bury the Dead.

The trio – God Knows, Murli, and John Lillis – are based in Limerick and Shannon in Clare.

They secured the prize ahead of more established bands and artists like The Divine Comedy, James Vincent McMorrow and Lisa Hannigan.

Accepting the prize in front of a sold out crowd in Dublin’s Vicar Street last night, the group - who also teach music to children and young adults – thanked their students and everyone who helped them along the way.

The award also comes with a €10,000 cash prize.

The band came together originally as independent artists recording together, before officially forming Rusangano Family in 2015.

They have been regulars on the Irish music scene in recent years, performing at high-profile music festivals and events as well holding their own stand alone concerts.

God Knows and Murli are MCs while Lillis DJ’s, mixing tracks live on stage.

The album Let the Dead Bury Dead explores themes of identity, the experience of being an immigrant, isolation as well as artistic expression and inspiration.

Meanwhile, the Irish Song of the Year award was picked up last night by Athy duo Picture This for their song Take My Hand.",https://www.thejournal.ie/choice-music-prize-3280099-Mar2017/,the_journal,1
People hadn't set foot in this ancient 'lost city' in the Honduran jungle for 500 years,"MORE THAN HALF a millennium after the collapse of the Mayan civilization, the members of a neighboring Central American society suddenly gathered their most sacred belongings, buried them in the center of town, and vanished.

“There’s a big question about who these people were,” the best-selling author Douglas Preston, who visited the remnants of this city, told Business Insider.

What happened to this civilization? Why did they abandon this city so suddenly?

Preston was part of a research mission launched two years ago to explore the ruins of what is said to be a lost civilization.

He wrote about his recent trip through the Honduran jungle in the new book “The Lost City of the Monkey God: A True Story.”

Some have said that the buried remnants correspond with an ancient, legendary “White City” — a town of extreme wealth that vanished some 600 years ago.

Since the 1900s, rumors of this forgotten city had danced on the lips of explorers, aviators, and tourists excited by the prospect of uncovering hidden treasure. But no one knew much about the people who once lived there.

Source: Shutterstock/Diego Grandi

Even after some parts of an abandoned village, including remnants of plazas and pyramids, were uncovered in 2012, during the first expedition to the area, anthropologists and archaeologists remained stumped.

“In the words of the leading Honduran archaeologist on our expedition, ‘What we know about this culture is … nothing,’” said Preston.

Nevertheless, some intriguing theories have emerged. Researchers on the most recent trip found a cache of nearly 500 intricately carved stone objects inside something Preston described as “a grave not for a person, but for a civilization.”

The legend of the ‘lost city’ and the discovery that made archaeologists fume

The 1,000-year-old ruins — whose timeline coincides with the “White City” — were buried in the rainforest, in a round valley ringed by steep cliffs.

Since a team of researchers uncovered them in 2012, they’ve been revisited by more research teams, including Preston’s.

When news outlets picked up the story, most portrayed it as an ancient mystery that had finally been solved.

National Geographic ran with the headline “Exclusive: Lost City Discovered in the Honduran Rain Forest.” NPR announced “Explorers Discover Ancient Lost City in Honduran Jungle.”

There was one problem, though, according to researchers who signed a public letter condemning the claims in the news: The ruins were not the “lost city” of lore — and worse, they may not have been lost to begin with.

The dissenting researchers — including Chris Begley, an archaeologist at Transylvania University who has 20 years of experience in the region — said the National Geographic story exaggerated the findings and ignored the region’s indigenous people.

National Geographic responded to the letter by linking to a statement from the research team that says its story never claimed to have discovered the “lost city,” but merely a lost city in the region.

The people who disappeared

Controversy notwithstanding, the teams of researchers and documentarians who visited the site in 2012 and 2015 came away riveted by what they’d seen.

Source: Shutterstock/Angela N Perryman

Preston and several other archaeologists maintain that they set foot on terrain that had been untouched for half a millennium. And they say the clues these people left behind point to a tragic end.

“It’s hard to believe that in the 21st century a lost city could still be discovered, but that’s exactly what happened,” he said. “People hadn’t touched foot there in 500 years. It’s absolutely true.”

Whoever populated the area deep in Honduras’ Mosquitia Jungle did not leave many clues. The team that visited in 2012 was able to date the remains it uncovered to somewhere between 1000 AD and 1400 AD.

That places people in the region after the era of the Mayans, whose civilization stretched from southeastern Mexico across Guatemala and Belize and into the western portions of Honduras and El Salvador.

“They grew up near the Mayans. They took on the pyramids. They laid out their cities in a somewhat Mayan fashion, but not quite,” Preston said.

But it’s very mysterious. There’s so much we don’t know.

What researchers do know is that whoever lived there disappeared suddenly. In addition to rough remnants of their pyramids and plazas, they left behind a series of intricate stone pieces, including what is thought to be part of a ceremonial seat featuring an effigy of a “were-jaguar.”

So far, researchers have identified nearly 500 of the stone pieces.

“At the base of a pyramid we discovered an enormous cache of beautiful stone sculptures,” Preston said. “It appears the people brought their objects, carefully laid them to rest, and then walked out of the city.”

Several archaeologists and anthropologists who were on Preston’s research team believe the people were felled by disease.

“The evidence is very strong that that’s what happened,” Preston said. “These were diseases brought by Europeans, specifically smallpox and measles.”

But it’s unlikely that Europeans ever reached this civilization — at least not in person. Instead, the diseases probably found the indigenous populations by way of trade. As goods exchanged hands, so did viruses. And some of these invaders were foreign illnesses against which the indigenous people had no defense.

“This is a fascinating example of how disease can run way ahead of physical contact,” Preston said. “Even though this valley was never physically threatened by the Spanish, it may have been laid low and completely wiped out by their disease.”

- Erin Brodwin",http://www.thejournal.ie/honduran-jungle-lost-city-3275297-Mar2017/,the_journal,1
'The rescue effort was enormous': Irishman rescued after yacht capsized off Australian coast,"Updated 3:45pm

AN IRISH MAN and French woman have been rescued after a yacht capsized off the Australian coast, as part of what the man’s sister described as an “enormous” effort from emergency services.

Nick Dwyer (55) and Barbara Heftman (44) were on a 40-foot yacht that was travelling from New Zealand to Australia as part of a 10 year-long circumnavigation of the globe.

It happened in the Tasman Sea, on their way to Sydney on Tuesday. They activated an emergency beacon when the yacht “rolled” after the rudder had broken previously in high seas.

It took the rescue boat over 13 hours to get to them. The New South Wales vessel was launched at 7pm on Tuesday and reached the yacht at 8.30am on Wednesday.

NSW police, who took part in the rescue along with seven officers from the Australian Maritime Safety Authority, described the conditions as treacherous with six-metre swells and gale-force winds.

Irishman Nick Dwyer & french woman Barbara Heftman survived 5 days stranded at sea on their broken yacht off NSW @abcnewsSydney @ABCNews24 pic.twitter.com/I3WM594fUk — Mark Reddie (@ReddieNews) March 8, 2017 Source: Mark Reddie /Twitter

Dwyer told reporters,”We encountered enormous seas, waves the size of buildings coming at you constantly, winds that you can’t stand up in, seas breaking, whiteness everywhere.

We weren’t sure whether we were going to be rolled again and each time a wave hit, we thought ‘is the one that’s going to take us?

“It wasn’t really until the low (pressure system) hit us and we got capsized that we felt we really couldn’t survive this one without assistance.”

Dwyer described the rescuers as “absolute heroes”.

The pair told BBC News they will stay in Sydney while figuring out what to do next. Dwyer said:

Our home’s gone, we’re alive, I expect to live a little bit longer and that’ll be okay.

Speaking to RTÉ’s News at One, Dwyer’s sister Sarah Byrne said that the rescue effort undertaken by the Australian authorities was “absolutely enormous”, and hailed it as “extraordinary”.

The whole family are relieved that both Dwyer and Heftman are safe and well, after having to wait all through the night before it was confirmed that both had reached land unharmed.

Dwyer has used the past few hours to catch up on some sleep, but his sister said there was no doubt what his next move would be.

Despite this ordeal, the pair are eager to get back out onto the water, Byrne said.

Absolutely [they're going to continue]. One thing about sailors is that we enjoy a bit of weather, even if that was a bit extreme… Even if they don’t recover [the boat], they’ll still go back out there to live the dream.

Additional reporting by AFP and Sean Murray",https://www.thejournal.ie/irishman-and-french-woman-rescued-after-yacht-capsized-3278218-Mar2017/,the_journal,1
All 28 rescued Jack Russell terriers have found homes thanks to the ISPCA,"This is Wendy, one of 28 Jack Russell terriers that has found a home. Source: ISPCA

ALL 28 JACK Russell terrier dogs and puppies recently given to the ISPCA have been reserved after the charity issued an appeal online.

The ISPCA responded to a call expressing concern for the welfare of 28 dogs on a property recently and found that they had been allowed to breed freely and the number of dogs was spiralling out of control.

The dogs were taken to the National Animal Centre in Longford for veterinary care. The majority of the dogs found were just 18 months old or less, and the group included 17 puppies.

The charity released images of the dogs online last Friday and they gained a huge amount of social media attention.

Speaking to TheJournal.ie this morning, a spokesperson for the ISPCA said:

The ISPCA is delighted all 28 Jack Russell Terrier dogs and puppies recently rescued have all been reserved pending home visits and will be going to their new homes shortly.

Daisy, along with the other dogs, is currently in the National Animal Centre in Longford awaiting housing. Source: ISPCA

All the dogs and puppies at the National Animal Centre are neutered or spayed, micro-chipped, vaccinated and treated for parasites before being responsibly rehomed.

The ISPCA said that the rescue and rehabilitation of such a large number of dogs and puppies places a significant amount of pressure on the ISPCA, both financially and in terms of accommodating such an influx of animals.

Louie has also been reserved for housing. Source: ISPCA

In light of the rescue of the large group of Jack Russell terriers, the charity has issued a reminder to pet owners that spaying or neutering “is the kindest thing you can do for your pets”.

“Not only does it bring many positive benefits for both owners and their pets like reducing the risk of certain cancers, curbing unwanted sexual behaviour, marking, but it also improves health and lifespan,” the spokesperson said.

“In the majority of cases, neutering or spaying is the best thing you can do for your pets, so please speak to your vet today.”

This is Mowgli. She has found a home. Source: ISPCA

Last year, 16,312 calls were made to the National Animal Cruelty Helpline, resulting in over 3,200 investigations. In total, 995 animals were seized or surrendered.

The National Animal Centre in Longford is open every Wednesday to Sunday between 11.30am and 4pm, where visitors can meet the animals in the centre’s care.

For more information about other dogs and puppies who are in need of a home, click here.",https://www.thejournal.ie/ispca-jack-russell-terriers-3592393-Sep2017/,the_journal,1
